,voltage,current,power,label,v_norm,I_norm
2647,33088,9525,315.1632,178,,
2648,32618,9550,311.5019,178,,
2649,32152,9591,308.369832,178,,
2650,31698,9604,304.427592,178,,
2651,31267,9645,301.570215,178,,
2652,30843,9644,297.449892,178,,
2653,30432,9632,293.121024,178,,
2654,30020,9618,288.73236,178,,
2655,29624,9607,284.597768,178,,
2656,29247,9626,281.531622,178,,
2657,28879,9649,278.653471,178,,
2658,28519,9674,275.892806,178,,
2659,28165,9694,273.03151,178,,
2660,27814,9690,269.51766,178,,
2661,27477,9675,265.839975,178,,
2662,27153,9663,262.379439,178,,
2663,26829,9659,259.141311,178,,
2664,26199,9695,253.999305,178,,
2665,25907,9711,251.582877,178,,
2666,25613,9710,248.70223,178,,
2667,25324,9712,245.946688,178,,
2668,25038,9701,242.893638,178,,
2683,24763,9713,240.523019,179,,
2684,25044,9695,242.80158,179,,
2685,25325,9682,245.19665,179,,
2686,25610,9678,247.85358,179,,
2687,25900,9686,250.8674,179,,
2688,26202,9689,253.871178,179,,
2689,26512,9694,257.007328,179,,
2690,26828,9701,260.258428,179,,
2691,27151,9697,263.283247,179,,
2692,27476,9665,265.55554,179,,
2693,27815,9654,268.52601,179,,
2694,28166,9637,271.435742,179,,
2695,28511,9632,274.617952,179,,
2696,28875,9633,278.152875,179,,
2697,29252,9656,282.457312,179,,
2698,29633,9665,286.402945,179,,
2699,30028,9664,290.190592,179,,
2700,30430,9627,292.94961,179,,
2701,30835,9593,295.800155,179,,
2702,31258,9574,299.264092,179,,
2703,31704,9568,303.343872,179,,
2704,32155,9587,308.269985,179,,
2705,32616,9594,312.917904,179,,
2706,33091,9602,317.739782,179,,
2707,33588,9584,321.907392,179,,
2708,34095,9562,326.01639,179,,
2709,34610,9534,329.97174,179,,
2710,35141,9497,333.734077,179,,
2711,35687,9465,337.777455,179,,
2712,36267,9454,342.868218,179,,
2713,36872,9472,349.251584,179,,
2714,37483,9486,355.563738,179,,
2715,38111,9469,360.873059,179,,
2716,38757,9415,364.897155,179,,
2717,39433,9348,368.619684,179,,
2718,40133,9270,372.03291,179,,
2719,40850,9212,376.3102,179,,
2720,41590,9162,381.04758,179,,
2721,42361,9097,385.358017,179,,
2722,43164,8990,388.04436,179,,
2723,43983,8777,386.038791,179,,
2724,44784,8273,370.498032,179,,
2725,45576,7537,343.506312,179,,
2726,46383,6699,310.719717,179,,
2727,47227,5849,276.230723,179,,
2728,48088,5024,241.594112,179,,
2729,48976,4170,204.22992,179,,
2730,49896,3290,164.15784,179,,
2731,50835,2375,120.733125,179,,
2732,51617,1583,81.709711,179,,
2733,52446,757,39.701622,179,,
2743,52543,669,35.151267,179,,
2744,51606,1580,81.53748,180,,
2745,50833,2367,120.321711,180,,
2746,49899,3282,163.768518,180,,
2747,48987,4186,205.059582,180,,
2748,48095,5074,244.03403,180,,
2749,47226,5907,278.963982,180,,
2750,46383,6694,310.487802,180,,
2751,45570,7455,339.72435,180,,
2752,44771,8214,367.748994,180,,
2753,43963,8735,384.016805,180,,
2754,43154,8997,388.256538,180,,
2755,42365,9140,387.2161,180,,
2756,41608,9227,383.917016,180,,
2757,40860,9269,378.73134,180,,
2758,40123,9275,372.140825,180,,
2759,39421,9295,366.418195,180,,
2760,38754,9353,362.466162,180,,
2761,38113,9415,358.833895,180,,
2762,37484,9486,355.573224,180,,
2763,36873,9518,350.957214,180,,
2764,36271,9510,344.93721,180,,
2765,35700,9497,339.0429,180,,
2766,35143,9486,333.366498,180,,
2767,34608,9497,328.672176,180,,
2768,34083,9537,325.049571,180,,
2769,33578,9573,321.442194,180,,
2770,33095,9607,317.943665,180,,
2771,32628,9621,313.913988,180,,
2772,32158,9602,308.781116,180,,
2773,31699,9589,303.961711,180,,
2774,31259,9584,299.586256,180,,
2775,30837,9586,295.603482,180,,
2776,30433,9617,292.674161,180,,
2777,30026,9649,289.720874,180,,
2778,29633,9671,286.580743,180,,
2779,29249,9671,282.867079,180,,
2780,28878,9653,278.759334,180,,
2781,28516,9637,274.808692,180,,
2782,28163,9638,271.434994,180,,
2783,27812,9656,268.552672,180,,
2784,27473,9671,265.691383,180,,
2785,27153,9689,263.085417,180,,
2786,26832,9710,260.53872,180,,
2787,26507,9698,257.064886,180,,
2788,26199,9697,254.051703,180,,
2789,25898,9674,250.537252,180,,
2790,25609,9692,248.202428,180,,
2791,25325,9692,245.4499,180,,
2792,25042,9708,243.107736,180,,
2807,24761,9698,240.132178,181,,
2808,25038,9710,243.11898,181,,
2809,25323,9709,245.861007,181,,
2810,25613,9713,248.779069,181,,
2811,25906,9701,251.314106,181,,
2812,26201,9678,253.573278,181,,
2813,26506,9667,256.233502,181,,
2814,26823,9663,259.190649,181,,
2815,27148,9669,262.494012,181,,
2816,27480,9675,265.869,181,,
2817,27817,9681,269.296377,181,,
2818,28161,9687,272.795607,181,,
2819,28510,9673,275.77723,181,,
2820,28879,9649,278.653471,181,,
2821,29253,9628,281.647884,181,,
2822,29625,9611,284.725875,181,,
2823,30017,9606,288.343302,181,,
2824,30430,9608,292.37144,181,,
2825,30840,9633,297.08172,181,,
2826,31271,9647,301.671337,181,,
2827,31706,9629,305.297074,181,,
2828,32151,9591,308.360241,181,,
2829,32613,9554,311.584602,181,,
2830,33093,9533,315.475569,181,,
2831,33580,9522,319.74876,181,,
2832,34085,9529,324.795965,181,,
2833,34607,9535,329.977745,181,,
2834,35148,9556,335.874288,181,,
2835,35705,9541,340.661405,181,,
2836,36281,9506,344.887186,181,,
2837,36870,9461,348.82707,181,,
2838,37468,9401,352.236668,181,,
2839,38103,9359,356.605977,181,,
2840,38757,9347,362.261679,181,,
2841,39435,9333,368.046855,181,,
2842,40135,9344,375.02144,181,,
2843,40855,9299,379.910645,181,,
2844,41602,9222,383.653644,181,,
2845,42370,9072,384.38064,181,,
2846,43159,8912,384.633008,181,,
2847,43958,8645,380.01691,181,,
2848,44757,8120,363.42684,181,,
2849,45551,7404,337.259604,181,,
2850,46374,6621,307.042254,181,,
2851,47219,5806,274.153514,181,,
2852,48080,4944,237.70752,181,,
2853,48960,4068,199.16928,181,,
2854,49873,3156,157.399188,181,,
2855,50779,2256,114.557424,181,,
2856,51565,1488,76.72872,181,,
2857,52400,684,35.8416,181,,
2875,43308,535,23.16978,182,,
2876,42562,876,37.284312,182,,
2877,41885,1219,51.057815,182,,
2878,41217,1549,63.845133,182,,
2879,40574,1874,76.035676,182,,
2880,39949,2196,87.728004,182,,
2881,39331,2493,98.052183,182,,
2882,38693,2801,108.379093,182,,
2883,38074,3084,117.420216,182,,
2884,37466,3357,125.773362,182,,
2885,36873,3544,130.677912,182,,
2886,36287,3645,132.266115,182,,
2887,35719,3712,132.588928,182,,
2888,35170,3770,132.5909,182,,
2889,34635,3804,131.75154,182,,
2890,34110,3824,130.43664,182,,
2891,33610,3825,128.55825,182,,
2892,33112,3824,126.620288,182,,
2893,32635,3833,125.089955,182,,
2894,32175,3846,123.74505,182,,
2895,31726,3882,123.160332,182,,
2896,31286,3901,122.046686,182,,
2897,30861,3911,120.697371,182,,
2898,30449,3909,119.025141,182,,
2899,30042,3899,117.133758,182,,
2900,29646,3901,115.649046,182,,
2901,29268,3901,114.174468,182,,
2902,28898,3907,112.904486,182,,
2903,28531,3929,112.098299,182,,
2904,28187,3940,111.05678,182,,
2905,27839,3937,109.602143,182,,
2906,27498,3946,108.507108,182,,
2907,27169,3931,106.801339,182,,
2908,26841,3933,105.565653,182,,
2909,26526,3944,104.618544,182,,
2910,26217,3945,103.426065,182,,
2911,25923,3957,102.577311,182,,
2912,25629,3956,101.388324,182,,
2913,25339,3961,100.367779,182,,
2914,25056,3960,99.22176,182,,
2931,24780,3961,98.15358,183,,
2932,25057,3961,99.250777,183,,
2933,25344,3957,100.286208,183,,
2934,25631,3955,101.370605,183,,
2935,25922,3960,102.65112,183,,
2936,26218,3962,103.875716,183,,
2937,26527,3969,105.285663,183,,
2938,26848,3949,106.022752,183,,
2939,27168,3935,106.90608,183,,
2940,27495,3929,108.027855,183,,
2941,27835,3922,109.16887,183,,
2942,28184,3917,110.396728,183,,
2943,28534,3924,111.967416,183,,
2944,28901,3927,113.494227,183,,
2945,29272,3931,115.068232,183,,
2946,29650,3919,116.19835,183,,
2947,30449,3879,118.111671,183,,
2948,30862,3859,119.096458,183,,
2949,31292,3870,121.10004,183,,
2950,31729,3877,123.013333,183,,
2951,32643,3864,126.132552,183,,
2952,33121,3854,127.648334,183,,
2953,33612,3822,128.465064,183,,
2954,34115,3787,129.193505,183,,
2955,34637,3766,130.442942,183,,
2956,35169,3743,131.637567,183,,
2957,35723,3712,132.603776,183,,
2958,36297,3673,133.318881,183,,
2959,36882,3584,132.185088,183,,
2960,37480,3382,126.75736,183,,
2961,38078,3084,117.432552,183,,
2962,38690,2761,106.82309,183,,
2963,39331,2460,96.75426,183,,
2964,39956,2166,86.544696,183,,
2965,40577,1869,75.838413,183,,
2966,41227,1562,64.396574,183,,
2967,41894,1230,51.52962,183,,
2968,42573,877,37.336521,183,,
2969,43294,537,23.248878,183,,
2997,43282,500,21.641,184,,
2998,42621,828,35.290188,184,,
2999,41881,1196,50.089676,184,,
3000,41217,1523,62.773491,184,,
3001,40573,1834,74.410882,184,,
3002,39943,2123,84.798989,184,,
3003,39328,2415,94.97712,184,,
3004,38689,2748,106.317372,184,,
3005,38070,3054,116.26578,184,,
3006,37472,3354,125.681088,184,,
3007,36883,3571,131.709193,184,,
3008,36295,3666,133.05747,184,,
3009,35725,3722,132.96845,184,,
3010,35168,3741,131.563488,184,,
3011,34635,3764,130.36614,184,,
3012,34114,3794,129.428516,184,,
3013,33610,3822,128.45742,184,,
3014,33119,3848,127.441912,184,,
3015,32642,3872,126.389824,184,,
3016,32175,3871,124.549425,184,,
3017,31732,3873,122.898036,184,,
3018,31290,3870,121.0923,184,,
3019,30861,3872,119.493792,184,,
3020,30447,3886,118.317042,184,,
3021,30047,3898,117.123206,184,,
3022,29656,3923,116.340488,184,,
3023,29272,3925,114.8926,184,,
3024,28901,3923,113.378623,184,,
3025,28532,3925,111.9881,184,,
3026,28185,3919,110.457015,184,,
3027,27838,3923,109.208474,184,,
3028,27501,3933,108.161433,184,,
3029,27172,3945,107.19354,184,,
3030,26846,3948,105.988008,184,,
3031,26531,3950,104.79745,184,,
3032,26222,3954,103.681788,184,,
3033,25924,3952,102.451648,184,,
3034,25632,3943,101.066976,184,,
3035,25343,3962,100.408966,184,,
3036,25061,3955,99.116255,184,,
3053,24785,3962,98.19817,185,,
3054,25062,3960,99.24552,185,,
3055,25341,3964,100.451724,185,,
3056,25634,3952,101.305568,185,,
3057,25927,3947,102.333869,185,,
3058,26223,3942,103.371066,185,,
3059,26528,3941,104.546848,185,,
3060,26848,3946,105.942208,185,,
3061,27171,3940,107.05374,185,,
3062,27500,3947,108.5425,185,,
3063,28187,3937,110.972219,185,,
3064,28535,3915,111.714525,185,,
3065,28902,3907,112.920114,185,,
3066,29277,3895,114.033915,185,,
3067,29654,3900,115.6506,185,,
3068,30048,3901,117.217248,185,,
3069,30452,3907,118.975964,185,,
3070,30865,3906,120.55869,185,,
3071,31294,3895,121.89013,185,,
3072,31730,3867,122.69991,185,,
3073,32178,3847,123.788766,185,,
3074,33119,3822,126.580818,185,,
3075,33616,3824,128.547584,185,,
3076,34117,3821,130.361057,185,,
3077,34640,3808,131.90912,185,,
3078,35173,3768,132.531864,185,,
3079,35727,3721,132.940167,185,,
3080,36298,3639,132.088422,185,,
3081,36878,3527,130.068706,185,,
3082,37471,3311,124.066481,185,,
3083,38073,3056,116.351088,185,,
3084,38693,2771,107.218303,185,,
3085,39335,2449,96.331415,185,,
3086,39947,2145,85.686315,185,,
3087,40571,1826,74.082646,185,,
3088,41213,1496,61.654648,185,,
3089,41879,1177,49.291583,185,,
3090,42566,859,36.564194,185,,
3091,43271,511,22.111481,185,,
3119,43279,496,21.466384,185,,
3120,42614,821,34.986094,186,,
3121,41875,1172,49.0775,186,,
3122,41217,1503,61.949151,186,,
3123,40573,1836,74.492028,186,,
3124,39948,2147,85.768356,186,,
3125,39332,2451,96.402732,186,,
3126,38695,2769,107.146455,186,,
3127,38078,3066,116.747148,186,,
3128,37473,3327,124.672671,186,,
3129,36877,3524,129.954548,186,,
3130,36294,3637,132.001278,186,,
3131,35723,3726,133.103898,186,,
3132,35174,3768,132.535632,186,,
3133,34641,3808,131.912928,186,,
3134,34119,3821,130.368699,186,,
3135,33615,3829,128.711835,186,,
3136,33116,3829,126.801164,186,,
3137,32639,3832,125.072648,186,,
3138,32177,3847,123.784919,186,,
3139,31731,3872,122.862432,186,,
3140,31297,3897,121.964409,186,,
3141,30863,3903,120.458289,186,,
3142,30455,3903,118.865865,186,,
3143,30048,3897,117.097056,186,,
3144,29653,3897,115.557741,186,,
3145,29273,3899,114.135427,186,,
3146,28899,3921,113.312979,186,,
3147,28535,3923,111.942805,186,,
3148,28189,3937,110.980093,186,,
3149,27841,3946,109.860586,186,,
3150,27499,3947,108.538553,186,,
3151,27170,3933,106.85961,186,,
3152,26846,3933,105.585318,186,,
3153,26530,3943,104.60779,186,,
3154,26223,3950,103.58085,186,,
3155,25927,3960,102.67092,186,,
3156,25636,3969,101.749284,186,,
3157,25344,3965,100.48896,186,,
3158,25066,3968,99.461888,186,,
3175,24787,3964,98.255668,187,,
3176,25062,3961,99.270582,187,,
3177,25342,3948,100.050216,187,,
3178,25634,3954,101.356836,187,,
3179,25926,3961,102.692886,187,,
3180,26224,3956,103.742144,187,,
3181,26533,3958,105.017614,187,,
3182,26849,3943,105.865607,187,,
3183,27172,3932,106.840304,187,,
3184,27499,3926,107.961074,187,,
3185,27840,3920,109.1328,187,,
3186,28188,3922,110.553336,187,,
3187,28537,3920,111.86504,187,,
3188,28903,3930,113.58879,187,,
3189,29276,3930,115.05468,187,,
3190,29658,3910,115.96278,187,,
3191,30050,3908,117.4354,187,,
3192,30455,3880,118.1654,187,,
3193,30862,3872,119.497664,187,,
3194,31294,3865,120.95131,187,,
3195,31732,3866,122.675912,187,,
3196,32183,3874,124.676942,187,,
3197,32647,3869,126.311243,187,,
3198,33122,3847,127.420334,187,,
3199,33616,3822,128.480352,187,,
3200,34117,3788,129.235196,187,,
3201,34641,3756,130.111596,187,,
3202,35172,3726,131.050872,187,,
3203,35725,3708,132.4683,187,,
3204,36296,3667,133.097432,187,,
3205,36890,3567,131.58663,187,,
3206,37479,3342,125.254818,187,,
3207,38080,3050,116.144,187,,
3208,38693,2736,105.864048,187,,
3209,39331,2417,95.063027,187,,
3210,39945,2122,84.76329,187,,
3211,40573,1839,74.613747,187,,
3212,41218,1517,62.527706,187,,
3213,41880,1189,49.79532,187,,
3214,42565,845,35.967425,187,,
3215,43262,504,21.804048,187,,
3243,43335,520,22.5342,187,,
3244,42575,886,37.72145,188,,
3245,41895,1231,51.572745,188,,
3246,41233,1561,64.364713,188,,
3247,40581,1858,75.399498,188,,
3248,39956,2155,86.10518,188,,
3249,39336,2459,96.727224,188,,
3250,38693,2761,106.831373,188,,
3251,38078,3076,117.127928,188,,
3252,37479,3379,126.641541,188,,
3253,36885,3579,132.011415,188,,
3254,36299,3677,133.471423,188,,
3255,35729,3719,132.876151,188,,
3256,35177,3742,131.632334,188,,
3257,34642,3757,130.149994,188,,
3258,34117,3793,129.405781,188,,
3259,33613,3821,128.435273,188,,
3260,33120,3847,127.41264,188,,
3261,32649,3874,126.482226,188,,
3262,32182,3882,124.930524,188,,
3263,31733,3878,123.060574,188,,
3264,31291,3871,121.127461,188,,
3265,30863,3876,119.624988,188,,
3266,30455,3889,118.439495,188,,
3267,30054,3911,117.541194,188,,
3268,29655,3921,116.277255,188,,
3269,29275,3925,114.904375,188,,
3270,28901,3925,113.436425,188,,
3271,28536,3924,111.975264,188,,
3272,28188,3920,110.49696,188,,
3273,27841,3920,109.13672,188,,
3274,27499,3930,108.07107,188,,
3275,27173,3944,107.170312,188,,
3276,26853,3948,106.015644,188,,
3277,26532,3961,105.093252,188,,
3278,26221,3949,103.546729,188,,
3279,25927,3947,102.333869,188,,
3280,25634,3945,101.12613,188,,
3281,25347,3953,100.196691,188,,
3282,25065,3961,99.282465,188,,
3299,24784,3967,98.318128,191,,
3300,25063,3961,99.274543,191,,
3301,25346,3968,100.572928,191,,
3302,25637,3952,101.317424,191,,
3303,25925,3951,102.429675,191,,
3304,26225,3946,103.48385,191,,
3305,26528,3938,104.467264,191,,
3306,26854,3943,105.885322,191,,
3307,27174,3949,107.310126,191,,
3308,27502,3951,108.660402,191,,
3309,27845,3944,109.82068,191,,
3310,28191,3931,110.818821,191,,
3311,28534,3920,111.85328,191,,
3312,28905,3907,112.931835,191,,
3313,29278,3903,114.272034,191,,
3314,29652,3903,115.731756,191,,
3315,30050,3905,117.34525,191,,
3316,30458,3909,119.060322,191,,
3317,30867,3911,120.720837,191,,
3318,31296,3912,122.429952,191,,
3319,31734,3875,122.96925,191,,
3320,32178,3851,123.917478,191,,
3321,33123,3821,126.562983,191,,
3322,33617,3818,128.349706,191,,
3324,34642,3806,131.847452,191,,
3325,35176,3762,132.332112,191,,
3326,36298,3627,131.652846,191,,
3327,36881,3519,129.784239,191,,
3328,37473,3309,123.998157,191,,
3329,38078,3043,115.871354,191,,
3330,38699,2760,106.80924,191,,
3331,39334,2447,96.250298,191,,
3332,39946,2142,85.564332,191,,
3333,40574,1816,73.682384,191,,
3334,41882,1179,49.378878,191,,
3335,42567,854,36.352218,191,,
3336,43267,508,21.979636,191,,
3363,43780,764,33.44792,191,,
3364,43362,803,34.819686,192,,
3365,42656,1130,48.20128,192,,
3366,41983,1506,63.226398,192,,
3367,41318,1831,75.653258,192,,
3368,40688,2199,89.472912,192,,
3369,40037,2474,99.051538,192,,
3370,39385,2817,110.947545,192,,
3371,38741,3142,121.724222,192,,
3372,38116,3462,131.957592,192,,
3373,37509,3685,138.220665,192,,
3374,36916,3818,140.945288,192,,
3375,36322,3911,142.055342,192,,
3376,35747,3962,141.629614,192,,
3377,35198,4003,140.897594,192,,
3378,34666,4051,140.431966,192,,
3379,34139,4066,138.809174,192,,
3380,33637,4058,136.498946,192,,
3381,33138,4064,134.672832,192,,
3382,32664,4074,133.073136,192,,
3383,32194,4084,131.480296,192,,
3384,31750,4114,130.6195,192,,
3385,31314,4128,129.264192,192,,
3386,30885,4141,127.894785,192,,
3387,30469,4139,126.111191,192,,
3388,30063,4134,124.280442,192,,
3389,29673,4128,122.490144,192,,
3390,29292,4131,121.005252,192,,
3391,28918,4143,119.807274,192,,
3392,28552,4158,118.719216,192,,
3393,28204,4175,117.7517,192,,
3394,27853,4188,116.648364,192,,
3395,27516,4186,115.181976,192,,
3396,27186,4168,113.311248,192,,
3397,26861,4169,111.983509,192,,
3398,26544,4199,111.458256,192,,
3399,26239,4213,110.544907,192,,
3400,25941,4220,109.47102,192,,
3401,25649,4232,108.546568,192,,
3402,25354,4228,107.196712,192,,
3403,25074,4219,105.787206,192,,
3420,24800,4227,104.8296,193,,
3421,25074,4220,105.81228,193,,
3422,25357,4211,106.778327,193,,
3423,25647,4215,108.102105,193,,
3424,25938,4217,109.380546,193,,
3425,26242,4218,110.688756,193,,
3426,26547,4217,111.948699,193,,
3427,26866,4207,113.025262,193,,
3428,27188,4201,114.216788,193,,
3429,27517,4195,115.433815,193,,
3430,27855,4189,116.684595,193,,
3431,28202,4179,117.856158,193,,
3432,28554,4193,119.726922,193,,
3433,28924,4200,121.4808,193,,
3434,29296,4192,122.808832,193,,
3435,29674,4187,124.245038,193,,
3436,30070,4161,125.12127,193,,
3437,30473,4136,126.036328,193,,
3438,30887,4135,127.717745,193,,
3439,31315,4140,129.6441,193,,
3440,31755,4129,131.116395,193,,
3441,32202,4143,133.412886,193,,
3442,32669,4140,135.24966,193,,
3443,33151,4114,136.383214,193,,
3444,33641,4096,137.793536,193,,
3445,34141,4062,138.680742,193,,
3446,34667,4030,139.70801,193,,
3447,35202,3997,140.702394,193,,
3448,35755,3991,142.698205,193,,
3449,36331,3967,144.125077,193,,
3450,36924,3907,144.262068,193,,
3451,37524,3755,140.90262,193,,
3452,38126,3496,133.288496,193,,
3453,38744,3151,122.082344,193,,
3454,39384,2830,111.45672,193,,
3455,40038,2492,99.774696,193,,
3456,40679,2185,88.883615,193,,
3457,41331,1870,77.28897,193,,
3458,41988,1528,64.157664,193,,
3459,42670,1164,49.66788,193,,
3460,43330,804,34.83732,193,,
3485,44478,1768,78.637104,193,,
3486,43378,817,35.439826,194,,
3487,42666,1176,50.175216,194,,
3488,41985,1519,63.775215,194,,
3489,41332,1872,77.373504,194,,
3490,40688,2182,88.781216,194,,
3491,40041,2497,99.982377,194,,
3492,39380,2826,111.28788,194,,
3493,38744,3149,122.004856,194,,
3494,38127,3475,132.491325,194,,
3495,37520,3756,140.92512,194,,
3496,36921,3895,143.807295,194,,
3497,36326,3974,144.359524,194,,
3498,35756,3990,142.66644,194,,
3499,35203,4010,141.16403,194,,
3500,34663,4033,139.795879,194,,
3501,34137,4055,138.425535,194,,
3502,33637,4089,137.541693,194,,
3503,33147,4114,136.366758,194,,
3504,32673,4138,135.200874,194,,
3505,32200,4138,133.2436,194,,
3506,31749,4140,131.44086,194,,
3507,31315,4126,129.20569,194,,
3508,30884,4134,127.674456,194,,
3509,30472,4150,126.4588,194,,
3510,30070,4176,125.57232,194,,
3511,29672,4187,124.236664,194,,
3512,29294,4193,122.829742,194,,
3513,28921,4187,121.092227,194,,
3514,28552,4175,119.2046,194,,
3515,28202,4178,117.827956,194,,
3516,27853,4187,116.620511,194,,
3517,27516,4198,115.512168,194,,
3518,27190,4210,114.4699,194,,
3519,26868,4225,113.5173,194,,
3520,26548,4234,112.404232,194,,
3521,26240,4220,110.7328,194,,
3522,25937,4216,109.350392,194,,
3523,25646,4211,107.995306,194,,
3524,25358,4216,106.909328,194,,
3525,25077,4223,105.900171,194,,
3542,24801,4232,104.957832,195,,
3543,25080,4238,106.28904,195,,
3544,25362,4227,107.205174,195,,
3545,25651,4223,108.324173,195,,
3546,25937,4212,109.246644,195,,
3547,26239,4204,110.308756,195,,
3548,26548,4204,111.607792,195,,
3549,26866,4205,112.97153,195,,
3550,27191,4198,114.147818,195,,
3551,27518,4208,115.795744,195,,
3552,27858,4209,117.254322,195,,
3553,28207,4198,118.412986,195,,
3554,28553,4187,119.551411,195,,
3555,28919,4169,120.563311,195,,
3556,29291,4172,122.202052,195,,
3557,29676,4164,123.570864,195,,
3558,30072,4157,125.009304,195,,
3559,30474,4176,127.259424,195,,
3560,30889,4163,128.590907,195,,
3561,31318,4153,130.063654,195,,
3562,31754,4141,131.493314,195,,
3563,32202,4109,132.318018,195,,
3564,32666,4094,133.734604,195,,
3565,33142,4080,135.21936,195,,
3566,33642,4089,137.562138,195,,
3567,34144,4081,139.341664,195,,
3568,34668,4070,141.09876,195,,
3569,35206,4039,142.197034,195,,
3570,35759,4003,143.143277,195,,
3571,36331,3944,143.289464,195,,
3572,36920,3876,143.10192,195,,
3573,37515,3720,139.5558,195,,
3574,38126,3466,132.144716,195,,
3575,38750,3208,124.31,195,,
3576,39389,2862,112.731318,195,,
3577,40046,2541,101.756886,195,,
3578,40688,2184,88.862592,195,,
3579,41339,1880,77.71732,195,,
3580,42001,1556,65.353556,195,,
3581,42676,1190,50.78444,195,,
3582,43341,817,35.409597,195,,
3609,43589,775,33.781475,195,,
3613,42589,10887,463.666443,196,,
3614,41807,10961,458.246527,196,,
3615,41055,11073,454.602015,196,,
3616,40335,11164,450.29994,196,,
3617,39644,11235,445.40034,196,,
3618,38962,11242,438.010804,196,,
3619,38292,11250,430.785,196,,
3620,37650,11214,422.2071,196,,
3621,37040,11252,416.77408,196,,
3622,36449,11277,411.035373,196,,
3623,35870,11334,406.55058,196,,
3624,35308,11381,401.840348,196,,
3625,34767,11412,396.761004,196,,
3626,34254,11387,390.050298,196,,
3627,33737,11371,383.623427,196,,
3628,33235,11366,377.74901,196,,
3629,32750,11374,372.4985,196,,
3630,32290,11406,368.29974,196,,
3631,31846,11475,365.43285,196,,
3632,31406,11480,360.54088,196,,
3633,30969,11485,355.678965,196,,
3634,30553,11483,350.840099,196,,
3635,30147,11438,344.821386,196,,
3636,29750,11443,340.42925,196,,
3637,29364,11455,336.36462,196,,
3638,28985,11474,332.57389,196,,
3639,28623,11508,329.393484,196,,
3640,28272,11529,325.947888,196,,
3641,27928,11524,321.842272,196,,
3642,27582,11506,317.358492,196,,
3643,27242,11491,313.037822,196,,
3644,26921,11501,309.618421,196,,
3645,26607,11514,306.352998,196,,
3646,26298,11535,303.34743,196,,
3647,25993,11551,300.245143,196,,
3648,25700,11554,296.9378,196,,
3649,25410,11545,293.35845,196,,
3650,25128,11554,290.328912,196,,
3665,24849,11562,287.304138,197,,
3666,25129,11544,290.089176,197,,
3667,25444,12330,313.72452,197,,
3668,25734,12334,317.403156,197,,
3669,26028,12329,320.899212,197,,
3670,26338,12333,324.826554,197,,
3671,26648,12349,329.076152,197,,
3672,26966,12360,333.29976,197,,
3673,27286,12330,336.43638,197,,
3674,27622,12313,340.109686,197,,
3675,27970,12297,343.94709,197,,
3676,28317,12282,347.789394,197,,
3677,28671,12285,352.223235,197,,
3678,29037,12276,356.458212,197,,
3679,29415,12294,361.62801,197,,
3680,29805,12308,366.83994,197,,
3681,30207,12306,371.727342,197,,
3682,30606,12275,375.68865,197,,
3683,31018,12230,379.35014,197,,
3684,31451,12193,383.482043,197,,
3685,31895,12207,389.342265,197,,
3686,32353,12213,395.127189,197,,
3687,32823,12222,401.162706,197,,
3688,33301,12243,407.704143,197,,
3689,33798,12233,413.450934,197,,
3690,34313,12201,418.652913,197,,
3691,34841,12153,423.422673,197,,
3692,35377,12116,428.627732,197,,
3693,35926,12079,433.950154,197,,
3694,36508,12082,441.089656,197,,
3695,37118,12088,448.682384,197,,
3696,37749,12116,457.366884,197,,
3697,38390,12102,464.59578,197,,
3698,39037,12055,470.591035,197,,
3699,39712,11980,475.74976,197,,
3700,40414,11892,480.603288,197,,
3701,41153,11822,486.510766,197,,
3702,41907,11783,493.790181,197,,
3703,42677,11767,502.180259,197,,
3704,43485,11707,509.078895,197,,
3705,44325,11613,514.746225,197,,
3706,45191,11422,516.171602,197,,
3707,46070,10988,506.21716,197,,
3708,46912,10162,476.719744,197,,
3709,47744,9151,436.905344,197,,
3710,48606,8124,394.875144,197,,
3711,49504,7083,350.636832,197,,
3712,50419,6001,302.564419,197,,
3713,51356,4932,253.287792,197,,
3714,52310,3765,196.94715,197,,
3715,53302,2651,141.303602,197,,
3716,54097,1591,86.068327,197,,
3717,54975,677,37.218075,197,,
3724,54065,1530,82.71945,198,,
3725,53267,2474,131.782558,198,,
3726,52291,3646,190.652986,198,,
3727,51332,4780,245.36696,198,,
3728,50406,5947,299.764482,198,,
3729,49492,7052,349.017584,198,,
3730,48606,8111,394.243266,198,,
3731,47741,9136,436.161776,198,,
3732,46902,10077,472.631454,198,,
3733,46050,10853,499.78065,198,,
3734,45160,11289,509.81124,198,,
3735,44303,11529,510.769287,198,,
3736,43483,11690,508.31627,198,,
3737,42691,11814,504.351474,198,,
3738,41917,11875,497.764375,198,,
3739,41157,11927,490.879539,198,,
3740,40411,11903,481.012133,198,,
3741,39704,11907,472.755528,198,,
3742,39029,11949,466.357521,198,,
3743,38379,12031,461.737749,198,,
3744,37744,12125,457.646,198,,
3745,37123,12152,451.118696,198,,
3746,36521,12144,443.511024,198,,
3747,35936,12118,435.472448,198,,
3748,35378,12097,427.967666,198,,
3749,34836,12113,421.968468,198,,
3750,34303,12152,416.850056,198,,
3751,33794,12204,412.421976,198,,
3752,33302,12242,407.683084,198,,
3753,32824,12258,402.356592,198,,
3754,32358,12251,396.417858,198,,
3755,31896,12222,389.832912,198,,
