,v_in,v_out
7560,42755.0,13351.0
7561,41986.0,13407.0
7562,41241.0,13403.0
7563,39824.0,13381.0
7564,38509.0,13465.0
7565,37877.0,13534.0
7566,36664.0,13578.0
7567,36079.0,13552.0
7568,35513.0,13510.0
7569,34966.0,13515.0
7570,34439.0,13553.0
7571,33921.0,13615.0
7572,33424.0,13671.0
7573,32938.0,13675.0
7574,32467.0,13651.0
7575,32009.0,13637.0
7576,31128.0,13648.0
7577,30706.0,13671.0
7578,30297.0,13708.0
7579,29900.0,13735.0
7580,29137.0,13720.0
7581,28402.0,13705.0
7582,27706.0,13743.0
7583,27368.0,13765.0
7584,26730.0,13776.0
7585,26109.0,13766.0
7586,25810.0,13763.0
7587,25222.0,13589.0
7588,24669.0,13615.0
7589,24143.0,13611.0
7590,23881.0,13603.0
7591,23382.0,13616.0
7592,3136.0,13626.0
7593,23633.0,13628.0
7594,23884.0,13625.0
7595,24396.0,13594.0
7596,24941.0,13587.0
7597,25226.0,13595.0
7598,25807.0,13610.0
7599,26096.0,13592.0
7600,26400.0,13563.0
7601,27034.0,13541.0
7602,27365.0,13536.0
7603,28047.0,13568.0
7604,28392.0,13570.0
7605,29119.0,13520.0
7606,29493.0,13508.0
7607,29883.0,13479.0
7608,30696.0,13480.0
7609,31548.0,13515.0
7610,32453.0,13466.0
7611,33409.0,13373.0
7612,34411.0,13368.0
7613,34945.0,13382.0
7614,35493.0,13399.0
7615,36656.0,13381.0
7616,37252.0,13327.0
7617,38480.0,13235.0
7618,39128.0,13214.0
7619,39813.0,13208.0
7620,40520.0,13218.0
7621,41253.0,13240.0
7622,42000.0,13197.0
7623,42753.0,13108.0
7624,44352.0,12824.0
7625,47015.0,11531.0
7626,47924.0,10376.0
7627,48801.0,9223.0
7628,49670.0,8047.0
7629,566.0,6864.0
7630,52423.0,4406.0
7631,53384.0,3174.0
7632,55081.0,974.0
7633,55819.0,39.0
7634,55818.0,42.0
7635,55363.0,659.0
7636,54290.0,2045.0
7637,52431.0,4471.0
7638,51488.0,5650.0
7639,49664.0,7960.0
7640,48780.0,9122.0
7641,46991.0,11573.0
7642,45228.0,12723.0
7643,44373.0,12887.0
7644,43547.0,12971.0
7645,42732.0,13011.0
7646,41955.0,13079.0
7647,41227.0,13143.0
7648,40518.0,13210.0
7649,38500.0,13296.0
7650,37856.0,13263.0
7651,37232.0,13252.0
7652,36058.0,13327.0
7653,35505.0,13401.0
7654,34427.0,13434.0
7655,33400.0,13376.0
7656,32452.0,13433.0
7657,31558.0,13513.0
7658,31119.0,13528.0
7659,30345.0,14410.0
7660,29941.0,14412.0
7661,29183.0,14462.0
7662,28449.0,14526.0
7663,27751.0,14493.0
7664,27412.0,14471.0
7665,26771.0,1450.0
7666,26149.0,14541.0
7667,25848.0,14545.0
7668,25553.0,14545.0
7669,25268.0,14528.0
7670,24988.0,14530.0
7671,24446.0,14561.0
7672,24183.0,14564.0
7673,23923.0,14574.0
7674,23422.0,14572.0
7675,23175.0,14584.0
7676,23673.0,14566.0
7677,24179.0,14560.0
7678,24442.0,14564.0
7679,24989.0,14545.0
7680,25268.0,14537.0
7681,25552.0,14516.0
7682,26141.0,14514.0
7683,26768.0,14533.0
7684,27094.0,14536.0
7685,27420.0,14537.0
7686,28435.0,14442.0
7687,28800.0,14443.0
7688,29179.0,14450.0
7689,29956.0,14507.0
7690,31176.0,14407.0
7691,31611.0,14360.0
7692,32057.0,14351.0
7693,33485.0,14398.0
7694,33951.0,14048.0
7695,34465.0,14019.0
7696,34995.0,13967.0
7697,36111.0,13860.0
7698,37277.0,13920.0
7699,37893.0,13955.0
7700,38520.0,13941.0
7701,40544.0,13792.0
7702,41258.0,13745.0
7703,41986.0,13720.0
7704,42741.0,13683.0
7705,43550.0,13648.0
7706,45256.0,13418.0
7707,46144.0,13131.0
7708,47049.0,12569.0
7709,47968.0,11388.0
7710,49802.0,8833.0
7711,52589.0,5193.0
7712,54526.0,2538.0
7713,56133.0,414.0
7714,56420.0,43.0
7715,56598.0,40.0
7716,56470.0,42.0
7717,56465.0,76.0
7718,55332.0,1449.0
7719,54528.0,2545.0
7720,52577.0,5138.0
7721,51634.0,6383.0
7722,49821.0,8911.0
7723,47970.0,11525.0
7724,47019.0,12528.0
7725,46109.0,13038.0
7726,45229.0,13298.0
7727,44373.0,13526.0
7728,42759.0,13768.0
7729,41266.0,13794.0
7730,40546.0,13786.0
7731,39852.0,13794.0
7732,38521.0,13874.0
7733,37285.0,13982.0
7734,36700.0,13965.0
7735,36121.0,13952.0
7736,34461.0,13946.0
7737,33455.0,14038.0
7738,32504.0,14053.0
7739,31590.0,14018.0
7740,31149.0,14029.0
7741,30728.0,14061.0
7742,29928.0,14129.0
7743,29163.0,14113.0
7744,28786.0,14085.0
7745,28417.0,14084.0
7746,27728.0,14131.0
7747,27074.0,14173.0
7748,26753.0,14172.0
7749,26434.0,14151.0
7750,25827.0,14151.0
7751,25253.0,14184.0
7752,24976.0,14201.0
7753,24703.0,14200.0
7754,24427.0,14198.0
7755,24164.0,14197.0
7756,23906.0,14193.0
7757,23652.0,14189.0
7758,23408.0,14204.0
7759,23160.0,14211.0
7760,23408.0,14199.0
7761,23653.0,14199.0
7762,23906.0,14197.0
7763,24165.0,14184.0
7764,24424.0,14183.0
7765,24695.0,14170.0
7766,24974.0,14174.0
7767,25253.0,14180.0
7768,25538.0,14191.0
7769,25827.0,14190.0
7770,26123.0,14175.0
7771,26431.0,14131.0
7772,26748.0,14131.0
7773,27070.0,14128.0
7774,27395.0,14216.0
7775,28081.0,14227.0
7776,28791.0,14230.0
7777,29164.0,14193.0
7778,29541.0,14162.0
7779,30327.0,14132.0
7780,30734.0,14144.0
7781,31598.0,14174.0
7782,32048.0,14172.0
7783,32976.0,14088.0
7784,33459.0,14048.0
7785,34464.0,14022.0
7786,35556.0,14062.0
7787,36713.0,14056.0
7788,37291.0,14030.0
7789,37890.0,13957.0
7790,39163.0,13909.0
7791,40552.0,13957.0
7792,42008.0,13923.0
7793,43547.0,13706.0
7794,45233.0,13400.0
7795,46132.0,13186.0
7796,48935.0,10319.0
7797,49839.0,9030.0
7798,51661.0,6499.0
7799,53554.0,3914.0
7800,54545.0,2640.0
7801,55369.0,1548.0
7802,56473.0,41.0
7803,56477.0,39.0
7804,55372.0,1545.0
7805,54552.0,2639.0
7806,53556.0,3955.0
7807,51621.0,6323.0
7808,50699.0,7517.0
7809,48887.0,9940.0
7810,47949.0,11329.0
7811,47017.0,12566.0
7812,46115.0,13196.0
7813,44392.0,13589.0
7814,41984.0,13787.0
7815,41244.0,13863.0
7816,40542.0,13929.0
7817,39863.0,13999.0
7818,39192.0,14012.0
7819,38537.0,13987.0
7820,37895.0,13964.0
7821,36684.0,13966.0
7822,35561.0,14063.0
7823,34489.0,14113.0
7824,33959.0,14068.0
7825,32965.0,14040.0
7826,32502.0,14086.0
7827,31610.0,14183.0
7828,30325.0,14142.0
7829,29537.0,14150.0
7830,29163.0,14183.0
7831,28797.0,14215.0
7832,27735.0,14213.0
7833,27394.0,14201.0
7834,26754.0,14218.0
7835,26134.0,14256.0
7836,25833.0,14271.0
7837,25540.0,14259.0
7838,24973.0,14246.0
7839,24700.0,14264.0
7840,23909.0,14296.0
7841,23654.0,14290.0
7842,23164.0,14300.0
7843,23410.0,14286.0
7844,23910.0,14289.0
7845,24430.0,14281.0
7846,24699.0,14277.0
7847,25260.0,14257.0
7848,25832.0,14229.0
7849,26125.0,14229.0
7850,26751.0,14248.0
7851,27077.0,14257.0
7852,27403.0,14249.0
7853,28420.0,14173.0
7854,28786.0,14164.0
7855,29162.0,14181.0
7856,29935.0,14219.0
7857,30335.0,14205.0
7858,738.0,14179.0
7859,31592.0,14092.0
7860,32038.0,14076.0
7861,32503.0,14091.0
7862,32974.0,14109.0
7863,33465.0,14117.0
7864,33958.0,14124.0
7865,34475.0,14106.0
7866,35552.0,13997.0
7867,36115.0,13972.0
7868,37284.0,14004.0
7869,37893.0,14031.0
7870,38529.0,14035.0
7871,39183.0,14007.0
7872,39851.0,13945.0
7873,40550.0,13879.0
7874,41987.0,13805.0
7875,43553.0,13741.0
7876,44392.0,13668.0
7877,5257.0,13506.0
7878,47049.0,1264.0
7879,47972.0,11532.0
7880,48905.0,10164.0
7881,49816.0,8920.0
7882,50732.0,7746.0
7883,51662.0,6501.0
7884,52604.0,5260.0
7885,53559.0,3950.0
7886,54544.0,2619.0
7887,55358.0,1518.0
7888,56172.0,418.0
7889,56454.0,39.0
7890,56453.0,40.0
7891,56457.0,40.0
7892,56453.0,62.0
7893,55361.0,1525.0
7894,54545.0,2618.0
7895,53552.0,3911.0
7896,52591.0,5182.0
7897,51655.0,6445.0
7898,50735.0,7757.0
7899,49833.0,9006.0
7900,48918.0,10324.0
7901,47976.0,11617.0
7902,46116.0,13141.0
7903,45226.0,13412.0
7904,43549.0,13778.0
7905,42001.0,13877.0
7906,40549.0,13881.0
7907,39165.0,13933.0
7908,37894.0,14029.0
7909,36709.0,14058.0
7910,36125.0,14029.0
7911,35554.0,14007.0
7912,35000.0,14010.0
7913,33955.0,14082.0
7914,33465.0,14127.0
7915,32514.0,14130.0
7916,31594.0,14098.0
7917,30735.0,14142.0
7918,30331.0,14170.0
7919,29935.0,14217.0
7920,29546.0,14212.0
7921,29168.0,14202.0
7922,28787.0,14186.0
7923,28422.0,14168.0
7924,27738.0,14220.0
7925,27404.0,14239.0
7926,27080.0,14260.0
7927,26756.0,14256.0
7928,26437.0,14231.0
7929,26125.0,14222.0
7930,25833.0,14235.0
7931,25538.0,14244.0
7932,25261.0,14267.0
7933,24981.0,14278.0
7934,24702.0,14278.0
7935,24431.0,14287.0
7936,24164.0,14282.0
7937,23909.0,14282.0
7938,23658.0,14292.0
7939,23412.0,14292.0
7940,23165.0,14306.0
7941,23657.0,14299.0
7942,23911.0,14281.0
7943,24167.0,14277.0
7944,24701.0,14257.0
7945,24978.0,14266.0
7946,25543.0,14270.0
7947,26124.0,14268.0
7948,26437.0,14232.0
7949,26753.0,14218.0
7950,27398.0,14210.0
7951,27736.0,14217.0
7952,28429.0,14233.0
7953,29165.0,14192.0
7954,29930.0,14134.0
7955,30328.0,14136.0
7956,31159.0,14155.0
7957,31598.0,14167.0
7958,32048.0,14172.0
7959,32514.0,14134.0
7960,32979.0,14089.0
7961,33949.0,14025.0
7962,34461.0,14020.0
7963,35001.0,14038.0
7964,35554.0,14064.0
7965,36127.0,14092.0
7966,36711.0,14076.0
7967,37289.0,14020.0
7968,37890.0,13968.0
7969,38516.0,13916.0
7970,39166.0,13911.0
7971,39852.0,13924.0
7972,40550.0,13947.0
7973,41272.0,13939.0
7974,42005.0,13915.0
7975,42760.0,13814.0
7976,43547.0,13697.0
7977,44376.0,13534.0
7978,45237.0,13391.0
7979,46126.0,13189.0
7980,47049.0,12702.0
7981,47991.0,11630.0
7982,48925.0,10283.0
7983,49835.0,8969.0
7984,50735.0,7724.0
7985,51648.0,6448.0
7986,52592.0,5177.0
7987,53552.0,3922.0
7988,54541.0,2626.0
7989,55352.0,1519.0
7990,56169.0,413.0
7991,56450.0,41.0
7992,56450.0,40.0
7993,55355.0,1511.0
7994,53558.0,3952.0
7995,51656.0,6507.0
7996,50735.0,7720.0
7997,48903.0,10187.0
7998,47018.0,12721.0
7999,45241.0,13506.0
8000,44391.0,13615.0
8001,42755.0,13748.0
8002,41249.0,13884.0
8003,40543.0,13941.0
8004,39192.0,14016.0
8005,37901.0,13966.0
8006,76.0,13960.0
8007,36112.0,14007.0
8008,35020.0,14108.0
8009,34427.0,13384.0
8010,33907.0,13372.0
8011,32910.0,13355.0
8012,32444.0,13394.0
8013,31558.0,13476.0
8014,31122.0,13487.0
8015,30278.0,13440.0
8016,29491.0,13447.0
8017,28752.0,13514.0
8018,28395.0,13537.0
8019,27695.0,13514.0
8020,27356.0,13499.0
8021,27033.0,13508.0
8022,26406.0,13542.0
8023,25798.0,13558.0
8024,25507.0,13562.0
8025,24939.0,13550.0
8026,24399.0,13569.0
8027,23880.0,13578.0
8028,23626.0,13580.0
8029,23383.0,13572.0
8030,23139.0,13598.0
8031,23385.0,13576.0
8032,23632.0,13579.0
8033,23881.0,13572.0
8034,24397.0,13584.0
8035,24665.0,13575.0
8036,25225.0,13557.0
8037,26094.0,13529.0
8038,26397.0,13531.0
8039,26715.0,13534.0
8040,27369.0,13536.0
8041,27699.0,13521.0
8042,35.0,13480.0
8043,28740.0,13460.0
8044,29118.0,13463.0
8045,29892.0,13505.0
8046,30289.0,13502.0
8047,31109.0,13434.0
8048,31539.0,13387.0
8049,32446.0,13394.0
8050,33414.0,13441.0
8051,34416.0,13389.0
8052,34943.0,13345.0
8053,35486.0,13278.0
8054,1.0,13255.0
8055,37852.0,13296.0
8056,39144.0,13269.0
8057,40519.0,13143.0
8058,41241.0,13068.0
8059,42740.0,13036.0
8060,44370.0,12908.0
8061,46128.0,12390.0
8062,47025.0,11594.0
8063,48797.0,9254.0
8064,50583.0,6968.0
8065,52453.0,4567.0
8066,53419.0,3310.0
8067,55145.0,1080.0
8068,55947.0,40.0
8069,55948.0,40.0
8070,55947.0,43.0
8071,54342.0,2120.0
8072,53410.0,3274.0
8073,52442.0,4516.0
8074,51503.0,5732.0
8075,50588.0,6958.0
8076,49692.0,8162.0
8077,48811.0,9342.0
8078,47911.0,10552.0
8079,46087.0,12288.0
8080,45213.0,13008.0
8081,44366.0,13242.0
8082,42752.0,13514.0
8083,41985.0,13565.0
8084,41254.0,13562.0
8085,40528.0,13537.0
8086,39836.0,13530.0
8087,38513.0,13624.0
8088,37881.0,13688.0
8089,36674.0,13718.0
8090,36090.0,13696.0
8091,34980.0,13655.0
8092,33928.0,13753.0
8093,33434.0,13804.0
8094,32482.0,13795.0
8095,31578.0,13772.0
8096,38.0,13788.0
8097,30307.0,13847.0
8098,29911.0,13889.0
8099,29525.0,13882.0
8100,28774.0,13850.0
8101,28057.0,13864.0
8102,27382.0,13903.0
8103,27060.0,13931.0
8104,26739.0,13933.0
8105,26113.0,13909.0
8106,25815.0,13910.0
8107,25521.0,13915.0
8108,24966.0,13942.0
8109,24419.0,13957.0
8110,24154.0,13944.0
8111,23895.0,13944.0
8112,23642.0,13943.0
8113,23398.0,13955.0
8114,23151.0,13973.0
8115,23399.0,13968.0
8116,23645.0,13955.0
8117,23896.0,13961.0
8118,24149.0,13940.0
8119,24411.0,13929.0
8120,24685.0,13939.0
8121,24936.0,13445.0
8122,25218.0,13453.0
8123,25504.0,13463.0
8124,25793.0,13461.0
8125,26089.0,13450.0
8126,26394.0,13414.0
8127,26708.0,13402.0
8128,27028.0,13398.0
8129,27356.0,13391.0
8130,28032.0,13410.0
8131,28382.0,13414.0
8132,28741.0,13415.0
8133,29113.0,13374.0
8134,29488.0,13338.0
8135,29874.0,13324.0
8136,30674.0,13326.0
8137,8.0,13352.0
8138,31990.0,13351.0
8139,32912.0,13273.0
8140,33393.0,13241.0
8141,33885.0,13228.0
8142,35489.0,13253.0
8143,36061.0,13252.0
8144,37232.0,13190.0
8145,38469.0,13064.0
8146,39806.0,13066.0
8147,40519.0,13089.0
8148,41971.0,13046.0
8149,43533.0,12819.0
8150,45215.0,12480.0
8151,47006.0,11463.0
8152,49670.0,8011.0
8153,50566.0,6837.0
8154,51488.0,5621.0
8155,52426.0,4409.0
8156,54293.0,2064.0
8157,55834.0,71.0
8158,55862.0,41.0
8159,55868.0,38.0
8160,55365.0,690.0
8161,53394.0,3231.0
8162,52437.0,4467.0
8163,50567.0,6848.0
8164,49657.0,7968.0
8165,46989.0,11492.0
8166,46106.0,12276.0
8167,44362.0,12774.0
8168,42724.0,12875.0
8169,41960.0,12917.0
8170,41228.0,12983.0
8171,39138.0,13162.0
8172,38479.0,13155.0
8173,37225.0,13106.0
8174,36629.0,13135.0
8175,36052.0,13200.0
8176,35491.0,13262.0
8177,34939.0,13300.0
8178,34405.0,13284.0
8179,33890.0,13248.0
8180,33394.0,13237.0
8181,32443.0,13291.0
8182,31987.0,13331.0
8183,31103.0,13384.0
8184,30275.0,13332.0
8185,29877.0,13328.0
8186,29487.0,13350.0
8187,28738.0,13391.0
8188,28380.0,13414.0
8189,28034.0,13423.0
8190,27030.0,13395.0
8191,26704.0,13401.0
8192,26393.0,13421.0
8193,6091.0,13444.0
8194,25506.0,13444.0
8195,25219.0,13441.0
8196,24932.0,13434.0
8197,24664.0,13436.0
8198,24389.0,13450.0
8199,24134.0,13465.0
8200,23877.0,13473.0
8201,23628.0,13477.0
8202,23381.0,13475.0
8203,23134.0,13471.0
8204,23376.0,13460.0
8205,23618.0,13450.0
8206,23874.0,13451.0
8207,24133.0,13464.0
8208,24397.0,13467.0
8209,24664.0,13471.0
8210,24929.0,13449.0
8211,25212.0,13430.0
8212,25795.0,13423.0
8213,26094.0,13413.0
8214,26399.0,13424.0
8215,27028.0,13436.0
8216,27688.0,13386.0
8217,28034.0,13363.0
8218,28382.0,13351.0
8219,9113.0,13365.0
8220,29873.0,13398.0
8221,30689.0,13339.0
8222,31108.0,13310.0
8223,31976.0,13271.0
8224,32430.0,13271.0
8225,33397.0,13301.0
8226,33901.0,13293.0
8227,34937.0,13230.0
8228,35474.0,13166.0
8229,36620.0,13128.0
8230,37853.0,13170.0
8231,38496.0,13174.0
8232,39144.0,13159.0
8233,39812.0,13115.0
8234,40498.0,13025.0
8235,41222.0,12944.0
8236,41973.0,12904.0
8237,43545.0,12891.0
8238,45223.0,12610.0
8239,46999.0,11401.0
8240,48774.0,9004.0
8241,49656.0,7944.0
8242,51477.0,5660.0
8243,53394.0,3206.0
8244,54284.0,2024.0
8245,55827.0,59.0
8246,56009.0,36.0
8247,55879.0,42.0
8248,55881.0,41.0
8249,54296.0,2030.0
8250,52424.0,4395.0
8251,50553.0,6806.0
8252,48782.0,9113.0
8253,46989.0,11402.0
8254,46084.0,12135.0
8255,44344.0,12691.0
8256,42753.0,12970.0
8257,41985.0,13045.0
8258,40503.0,13045.0
8259,39796.0,13026.0
8260,30.0,13052.0
8261,37244.0,13227.0
8262,36637.0,13212.0
8263,36042.0,13202.0
8264,34930.0,13170.0
8265,33900.0,13277.0
8266,403.0,13328.0
8267,32916.0,13343.0
8268,31975.0,13290.0
8269,31532.0,13280.0
8270,30699.0,13448.0
8271,30286.0,13483.0
8272,29886.0,13517.0
8273,29118.0,13490.0
8274,28390.0,13463.0
8275,28046.0,13492.0
8276,27696.0,13509.0
8277,27361.0,13533.0
8278,27036.0,13536.0
8279,26717.0,13534.0
8280,26405.0,13522.0
8281,26099.0,13530.0
8282,25802.0,13522.0
8283,25219.0,13554.0
8284,24940.0,13564.0
8285,24402.0,13579.0
8286,23879.0,13564.0
8287,23381.0,13578.0
8288,23387.0,13589.0
8289,4.0,13584.0
8290,1024.0,1024.0
8291,24941.0,13540.0
8292,25225.0,13556.0
8293,25804.0,13559.0
8294,26396.0,13523.0
8295,27034.0,13499.0
8296,27362.0,13497.0
8297,28042.0,13516.0
8298,28748.0,13512.0
8299,29494.0,13455.0
8300,30276.0,13426.0
8301,31109.0,13442.0
8302,31997.0,13461.0
8303,32454.0,13434.0
8304,32925.0,13501.0
8305,33899.0,13430.0
8306,34417.0,13431.0
8307,34960.0,13443.0
8308,35510.0,13470.0
8309,36076.0,13493.0
8310,36654.0,13461.0
8311,37242.0,13407.0
8312,37859.0,13343.0
8313,38494.0,13295.0
8314,39147.0,13289.0
8315,39826.0,13317.0
8316,40522.0,13326.0
8317,41238.0,13330.0
8318,41989.0,13278.0
8319,42759.0,13174.0
8320,43553.0,13066.0
8321,44369.0,12926.0
8322,46096.0,12454.0
8323,47016.0,11774.0
8324,47938.0,10618.0
8325,49710.0,8183.0
8326,51514.0,5804.0
8327,54348.0,2153.0
8328,55185.0,1160.0
8329,55925.0,119.0
8330,56162.0,41.0
8331,56033.0,40.0
8332,56034.0,42.0
8333,54359.0,2151.0
8334,53433.0,3372.0
8335,52476.0,4666.0
8336,608.0,7065.0
8337,48815.0,9300.0
8338,47919.0,10573.0
8339,47006.0,11775.0
8340,45225.0,12842.0
8341,43550.0,13057.0
8342,42742.0,13104.0
8343,41225.0,13256.0
8344,40516.0,13312.0
8345,39836.0,13371.0
8346,38512.0,13379.0
8347,37241.0,13341.0
8348,36066.0,134.0
8349,35511.0,13464.0
8350,34970.0,13516.0
8351,34432.0,13497.0
8352,33911.0,13480.0
8353,33406.0,13456.0
8354,32925.0,13454.0
8355,32458.0,13499.0
8356,32007.0,13563.0
8357,31562.0,13587.0
8358,31122.0,13603.0
8359,30696.0,13584.0
8360,30287.0,13546.0
8361,29890.0,13550.0
8362,29504.0,13570.0
8363,29129.0,13606.0
8364,28756.0,13620.0
8365,28395.0,13653.0
8366,28046.0,13630.0
8367,27366.0,13614.0
8368,27042.0,13621.0
8369,26404.0,13648.0
8370,26103.0,13672.0
8371,25516.0,13685.0
8372,24946.0,13669.0
8373,24400.0,13680.0
8374,24142.0,13687.0
8375,23638.0,13704.0
8376,23140.0,13701.0
8377,23385.0,13684.0
8378,23887.0,13688.0
8379,24406.0,13707.0
8380,24671.0,13697.0
8381,25225.0,13663.0
8382,25509.0,13647.0
8383,25807.0,13647.0
8384,26105.0,13643.0
8385,26722.0,13666.0
8386,27039.0,13663.0
8387,28047.0,13606.0
8388,28393.0,13589.0
8389,29498.0,13596.0
8390,30299.0,13610.0
8391,30701.0,13591.0
8392,31117.0,13549.0
8393,31989.0,13508.0
8394,32936.0,13523.0
8395,33913.0,13546.0
8396,34426.0,13500.0
8397,34950.0,13440.0
8398,36064.0,13353.0
8399,36648.0,13371.0
8400,37862.0,13410.0
8401,39152.0,13378.0
8402,39831.0,13324.0
8403,41244.0,13200.0
8404,41974.0,13164.0
8405,42737.0,13128.0
8406,44376.0,12993.0
8407,46129.0,12409.0
8408,47904.0,10323.0
8409,48783.0,9128.0
8410,49662.0,7993.0
8411,51491.0,5691.0
8412,52434.0,4465.0
8413,53387.0,3196.0
8414,54274.0,2018.0
8415,55081.0,960.0
8416,55789.0,51.0
8417,55795.0,41.0
8418,55795.0,41.0
8419,55793.0,41.0
8420,55795.0,41.0
8421,55323.0,652.0
8422,54280.0,2008.0
8423,53392.0,3158.0
8424,52592.0,5170.0
8425,51648.0,6448.0
8426,49820.0,8967.0
8427,48913.0,10242.0
8428,47035.0,12620.0
8429,46113.0,13183.0
8430,45214.0,13463.0
8431,44357.0,13641.0
8432,43551.0,13767.0
8433,42773.0,13866.0
8434,42018.0,13916.0
8435,41273.0,13937.0
8436,40542.0,13904.0
8437,39833.0,13923.0
8438,39165.0,13931.0
8439,38532.0,13976.0
8440,37910.0,14054.0
8441,37306.0,14098.0
8442,36706.0,14103.0
8443,36112.0,14055.0
8444,35549.0,14028.0
8445,35003.0,14015.0
8446,34477.0,14052.0
8447,33964.0,14089.0
8448,33466.0,14164.0
8449,32505.0,14154.0
8450,31603.0,14117.0
8451,30741.0,14181.0
8452,30331.0,14213.0
8453,29546.0,14243.0
8454,28798.0,14205.0
8455,427.0,14206.0
8456,27736.0,14236.0
8457,4.0,4.0
8458,26758.0,14282.0
8459,26129.0,14261.0
8460,25259.0,14301.0
8461,24981.0,14304.0
8462,24433.0,14305.0
8463,23911.0,14303.0
8464,23415.0,14317.0
8465,23167.0,14325.0
8466,23412.0,14324.0
8467,23910.0,14312.0
8468,24435.0,14298.0
8469,24976.0,14289.0
8470,25540.0,14298.0
8471,25837.0,14304.0
8472,26134.0,14289.0
8473,27071.0,14239.0
8474,27392.0,14233.0
8475,27729.0,14242.0
8476,28438.0,14273.0
8477,29164.0,14228.0
8478,29924.0,14152.0
8479,30332.0,14159.0
8480,30747.0,14175.0
8481,31604.0,14216.0
8482,32043.0,14205.0
8483,32506.0,14132.0
8484,32979.0,14109.0
8485,33465.0,14064.0
8486,34473.0,14054.0
8487,35553.0,14095.0
8488,37300.0,14039.0
8489,37900.0,13984.0
8490,38518.0,13954.0
8491,39847.0,13936.0
8492,40549.0,13956.0
8493,42010.0,13931.0
8494,42769.0,13850.0
8495,44374.0,13560.0
8496,46130.0,13189.0
8497,47050.0,12649.0
8498,47985.0,11588.0
8499,49823.0,8908.0
8500,50726.0,7673.0
8501,51641.0,6390.0
8502,52583.0,5133.0
8503,54531.0,2566.0
8504,56111.0,397.0
8505,56383.0,38.0
8506,56385.0,39.0
8507,5333.0,1472.0
8508,53548.0,3876.0
8509,51651.0,6455.0
8510,50723.0,7687.0
8511,47964.0,11457.0
8512,46128.0,13289.0
8513,45236.0,13555.0
8514,44367.0,13684.0
8515,42757.0,13742.0
8516,40545.0,13993.0
8517,39177.0,14038.0
8518,37912.0,13981.0
8519,6.0,13976.0
8520,36109.0,14050.0
8521,34488.0,14129.0
8522,33970.0,14102.0
8523,33463.0,14080.0
8524,32498.0,14121.0
8525,31607.0,14209.0
8526,31171.0,14223.0
8527,30746.0,14210.0
8528,30330.0,14179.0
8529,29923.0,14166.0
8530,29165.0,14209.0
8531,28799.0,14255.0
8532,28436.0,14272.0
8533,28087.0,14276.0
8534,27735.0,14255.0
8535,26753.0,14250.0
8536,26139.0,14296.0
8537,25838.0,14302.0
8538,25539.0,14297.0
8539,25256.0,14288.0
8540,24704.0,14287.0
8541,24173.0,14318.0
8542,23913.0,14326.0
8543,23413.0,14329.0
8544,23413.0,14323.0
8545,23660.0,14319.0
8546,24171.0,14324.0
8547,24433.0,14330.0
8548,24979.0,14303.0
8549,25540.0,14280.0
8550,26127.0,14259.0
8551,26440.0,14274.0
8552,26757.0,14293.0
8553,27080.0,14281.0
8554,27734.0,14254.0
8555,28079.0,14216.0
8556,29167.0,14203.0
8557,29542.0,14228.0
8558,30327.0,14230.0
8559,30739.0,14198.0
8560,31601.0,14116.0
8561,32043.0,14118.0
8562,32498.0,14124.0
8563,33969.0,14141.0
8564,34487.0,14127.0
8565,35547.0,14031.0
8566,36106.0,13992.0
8567,36651.0,13518.0
8568,37258.0,13544.0
8569,38521.0,13582.0
8570,39167.0,13568.0
8571,40521.0,13425.0
8572,41985.0,13320.0
8573,42759.0,13289.0
8574,44377.0,13209.0
8575,45234.0,13024.0
8576,47025.0,11903.0
8577,47941.0,10675.0
8578,49720.0,8320.0
8579,51542.0,5993.0
8580,52483.0,4724.0
8581,54378.0,2185.0
8582,55966.0,134.0
8583,56024.0,41.0
8584,56024.0,40.0
8585,56023.0,41.0
8586,54380.0,2178.0
8587,53446.0,3426.0
8588,51538.0,5921.0
8589,49734.0,8376.0
8590,48842.0,9530.0
8591,46100.0,12573.0
8592,45222.0,12889.0
8593,44365.0,13106.0
8594,43542.0,13285.0
8595,42750.0,13392.0
8596,41249.0,13443.0
8597,40530.0,13426.0
8598,39150.0,13470.0
8599,38497.0,13513.0
8600,37267.0,13599.0
8601,35514.0,13575.0
8602,34430.0,13597.0
8603,33924.0,13651.0
8604,32954.0,13720.0
8605,32006.0,13686.0
8606,31559.0,13667.0
8607,30710.0,13710.0
8608,29514.0,13798.0
8609,28758.0,13745.0
8610,28402.0,13746.0
8611,27715.0,13794.0
8612,27050.0,13836.0
8613,26726.0,13826.0
8614,26109.0,13802.0
8615,25523.0,13822.0
8616,25237.0,13832.0
8617,24677.0,13848.0
8618,24409.0,13847.0
8619,24154.0,13841.0
8620,23893.0,13847.0
8621,23640.0,13862.0
8622,23392.0,13854.0
8623,23142.0,13867.0
8624,23642.0,13863.0
8625,23896.0,13863.0
8626,24152.0,13864.0
8627,24673.0,13833.0
8628,24950.0,13828.0
8629,25236.0,13839.0
8630,25818.0,13846.0
8631,26412.0,13801.0
8632,26726.0,13780.0
8633,27375.0,13767.0
8634,28061.0,13799.0
8635,28763.0,13792.0
8636,29512.0,13733.0
8637,30302.0,13709.0
8638,30706.0,13716.0
8639,31563.0,13745.0
8640,32016.0,13734.0
