,voltage,current,power,label
75,24773.0,3861.0,95.648553,167
76,25049.0,3865.0,96.814385,167
77,25333.0,3863.0,97.861379,167
78,25625.0,3857.0,98.835625,167
79,25916.0,3845.0,99.64702,167
80,26211.0,3843.0,100.728873,167
81,26519.0,3833.0,101.647327,167
82,26837.0,3835.0,102.919895,167
83,27162.0,3840.0,104.30208,167
84,27489.0,3846.0,105.722694,167
85,27830.0,3846.0,107.03418,167
86,28176.0,3829.0,107.885904,167
87,28520.0,3810.0,108.6612,167
88,28888.0,3809.0,110.034392,167
89,29264.0,3794.0,111.027616,167
90,29641.0,3797.0,112.546877,167
91,30034.0,3808.0,114.369472,167
92,30440.0,3809.0,115.94596,167
93,30853.0,3817.0,117.765901,167
94,31282.0,3787.0,118.464934,167
95,31720.0,3777.0,119.80644,167
96,32164.0,3751.0,120.647164,167
97,32629.0,3734.0,121.836686,167
98,33104.0,3733.0,123.577232,167
99,33603.0,3731.0,125.372793,167
100,34104.0,3723.0,126.969192,167
101,34628.0,3711.0,128.504508,167
102,35162.0,3677.0,129.290674,167
103,35712.0,3638.0,129.920256,167
104,36284.0,3570.0,129.53388,167
105,36869.0,3478.0,128.230382,167
106,37461.0,3293.0,123.359073,167
107,38686.0,2762.0,106.850732,167
108,39329.0,2464.0,96.906656,167
109,39947.0,2165.0,86.485255,167
110,40570.0,1848.0,74.97336,167
111,41223.0,1546.0,63.730758,167
112,41887.0,1222.0,51.185914,167
113,42572.0,905.0,38.52766,167
114,43301.0,555.0,24.032055,167
115,43297.0,549.0,23.770053,168
116,42570.0,891.0,37.92987,168
117,41888.0,1227.0,51.396576,168
118,41226.0,1555.0,64.10643,168
119,40571.0,1846.0,74.894066,168
120,39946.0,2158.0,86.203468,168
121,38688.0,2765.0,106.97232,168
122,38072.0,3042.0,115.815024,168
123,37462.0,3303.0,123.736986,168
124,36864.0,3465.0,127.73376,168
125,36280.0,3555.0,128.9754,168
126,35713.0,3627.0,129.531051,168
127,35107.0,3109.0,109.147663,168
128,34576.0,3160.0,109.26016,168
129,34055.0,3180.0,108.2949,168
130,33556.0,3180.0,106.70808,168
131,33063.0,3208.0,106.066104,168
132,32585.0,3203.0,104.369755,168
133,32124.000000000004,3226.0,103.632024,168
134,31676.0,3255.0,103.10538,168
135,31239.0,3268.0,102.089052,168
136,30815.0,3284.0,101.19646,168
137,30404.0,3281.0,99.755524,168
138,29997.0,3270.0,98.09019,168
139,29605.0,3272.0,96.86756,168
140,29230.0,3270.0,95.5821,168
141,28856.0,3289.0,94.907384,168
142,28495.0,3300.0,94.0335,168
143,28142.0,3307.0,93.065594,168
144,27796.0,3315.0,92.14374,168
145,27457.0,3305.0,90.745385,168
146,27131.0,3310.0,89.80361,168
147,26806.0,3309.0,88.701054,168
148,26491.0,3312.0,87.738192,168
149,26186.0,3317.0,86.858962,168
150,25893.0,3329.0,86.197797,168
151,25598.0,3335.0,85.36933,168
152,25305.0,3329.0,84.240345,168
153,25025.0,3331.0,83.358275,168
154,24754.0,3336.0,82.579344,189
155,25026.0,3330.0,83.33658,189
156,25308.0,3328.0,84.225024,189
157,25598.0,3329.0,85.215742,189
158,25890.0,3331.0,86.23959,189
159,26190.0,3329.0,87.18651,189
160,26496.0,3324.0,88.072704,189
161,26810.0,3316.0,88.90196,189
162,27130.0,3304.0,89.63752,189
163,27456.0,3299.0,90.577344,189
164,27795.0,3293.0,91.528935,189
165,28143.0,3281.0,92.337183,189
166,28493.0,3281.0,93.485533,189
167,28853.0,3290.0,94.92637,189
168,29232.0,3294.0,96.290208,189
169,29608.0,3270.0,96.81816,189
170,30003.0,3261.0,97.839783,189
171,30403.0,3243.0,98.596929,189
172,30814.0,3232.0,99.590848,189
173,31243.0,3232.0,100.977376,189
174,31679.0,3234.0,102.449886,189
175,32126.0,3236.0,103.959736,189
176,32592.0,3225.0,105.1092,189
