,voltage,current,duty
245,31656.0,2186.0,534
246,31835.0,2172.0,517
247,31300.0,2224.0,514
248,30550.0,2265.0,539
249,31305.0,2215.0,522
250,30792.0,2253.0,542
251,31882.0,2166.0,527
252,32310.0,2098.0,529
253,31353.0,2208.0,526
254,31128.0,2089.0,548
255,31363.0,2069.0,520
256,30022.0,2148.0,537
257,30858.0,2106.0,551
258,30943.0,2094.0,546
259,31427.0,2061.0,516
260,29791.0,2154.0,538
261,30063.0,2137.0,538
262,30398.0,2128.0,540
263,30239.0,2144.0,545
264,30297.0,2139.0,545
265,31185.0,2075.0,526
266,30170.0,2262.0,566
267,31297.0,2208.0,516
268,29998.0,2273.0,532
269,31406.0,2190.0,521
270,30894.0,2228.0,516
271,31810.0,2156.0,537
272,31831.0,2158.0,515
273,30767.0,2226.0,535
274,30553.0,2246.0,539
275,31407.0,2199.0,516
276,30434.0,2252.0,521
277,31591.0,2173.0,541
278,30440.0,2258.0,542
279,30804.0,2229.0,534
280,30169.0,2272.0,546
281,31538.0,2180.0,522
282,30381.0,2251.0,537
283,32594.0,1970.0,524
284,31863.0,2145.0,523
285,29683.0,2277.0,538
286,31123.0,2207.0,531
287,30903.0,2231.0,516
288,30556.0,2252.0,539
289,31346.0,2204.0,518
290,31284.0,2202.0,522
291,30323.0,2262.0,539
292,31064.0,2231.0,542
293,32000.0,2137.0,534
294,30654.0,2236.0,529
295,30720.0,2245.0,539
296,32613.0,2025.0,524
297,31690.0,2177.0,518
298,31223.0,2205.0,524
299,30060.0,2270.0,541
300,30450.0,2258.0,541
301,32886.0,1894.0,519
302,31528.0,2175.0,526
303,30944.0,2222.0,526
304,30485.0,2254.0,536
305,31752.0,2149.0,525
306,31769.0,2146.0,527
307,31622.0,2173.0,516
308,31125.0,2218.0,518
309,29899.0,2274.0,536
310,31225.0,2198.0,529
311,30325.0,2257.0,563
312,31592.0,2180.0,519
313,31757.0,2152.0,525
314,30529.0,2238.0,519
315,30607.0,2249.0,558
316,31577.0,2178.0,522
317,30379.0,2251.0,536
318,31342.0,2196.0,530
319,31034.0,2216.0,550
320,31757.0,2158.0,519
321,30538.0,2239.0,536
322,30493.0,2243.0,534
323,30818.0,2228.0,536
324,31459.0,2200.0,512
325,30292.0,2256.0,547
326,31111.0,2207.0,534
327,30161.0,2263.0,538
328,31335.0,2195.0,521
329,31344.0,2192.0,522
330,30260.0,2258.0,537
331,32364.0,2036.0,528
332,31118.0,2218.0,529
333,30489.0,2252.0,540
334,30430.0,2243.0,541
335,30437.0,2251.0,541
336,30309.0,2408.0,564
337,32301.0,2261.0,525
338,32043.0,2289.0,514
339,30883.0,2378.0,534
340,30721.0,2392.0,535
341,31693.0,2324.0,516
342,31164.0,2361.0,520
343,31264.0,2360.0,532
344,30310.0,2407.0,532
345,31988.0,2297.0,516
346,31755.0,2320.0,516
347,30482.0,2400.0,537
348,30646.0,2396.0,535
349,31809.0,2311.0,516
350,31693.0,2315.0,517
351,30371.0,2404.0,539
352,32296.0,2252.0,518
353,32176.0,2275.0,515
354,32058.0,2278.0,517
355,30928.0,2371.0,553
356,31871.0,2311.0,514
357,30831.0,2375.0,540
358,31636.0,2325.0,528
359,31570.0,2327.0,536
360,30310.0,2402.0,528
361,31965.0,2178.0,495
362,30554.0,2281.0,519
363,30612.0,2287.0,540
364,31891.0,2191.0,521
365,30685.0,2279.0,557
366,31580.0,2213.0,541
367,30450.0,2298.0,521
368,30378.0,2299.0,531
369,31068.0,2256.0,546
370,31186.0,2255.0,510
371,30610.0,2291.0,538
372,30626.0,2297.0,536
373,33004.0,1866.0,517
374,32017.0,2191.0,520
375,30499.0,2301.0,543
376,31240.0,2260.0,541
377,31307.0,2262.0,506
378,30559.0,2307.0,522
379,30393.0,2304.0,522
380,30662.0,2294.0,527
381,31785.0,2221.0,513
382,30394.0,2318.0,536
383,29379.0,2341.0,541
384,31244.0,2259.0,532
385,31194.0,2270.0,514
386,30849.0,2295.0,554
387,31966.0,2196.0,535
388,30570.0,2300.0,524
389,30836.0,2289.0,537
390,31966.0,2203.0,525
391,30620.0,2294.0,518
392,30795.0,2289.0,529
393,31831.0,2210.0,528
394,31898.0,2208.0,523
395,30568.0,2302.0,521
396,31801.0,2310.0,538
397,31816.0,2318.0,538
398,30878.0,2385.0,514
399,30780.0,2384.0,529
400,31166.0,2362.0,533
401,30944.0,2378.0,518
402,30723.0,2392.0,537
403,31699.0,2319.0,525
404,30922.0,2370.0,527
405,30425.0,2401.0,538
406,31945.0,2308.0,505
407,30539.0,2388.0,547
408,31868.0,2299.0,537
409,31739.0,2321.0,539
410,29725.0,2427.0,542
411,32002.0,2286.0,535
412,31991.0,2285.0,495
413,30990.0,2372.0,512
414,30874.0,2382.0,534
415,30922.0,2371.0,533
416,31109.0,2368.0,530
417,32229.0,2261.0,511
418,30768.0,2373.0,536
419,30934.0,2367.0,533
420,30773.0,2390.0,536
421,31574.0,2328.0,518
422,31104.0,2360.0,517
423,30823.0,2383.0,555
424,32229.0,2263.0,522
425,30706.0,2379.0,543
426,31877.0,2301.0,523
427,31703.0,2324.0,515
428,31167.0,2366.0,509
429,30824.0,2370.0,539
430,31049.0,2366.0,517
431,31000.0,2373.0,512
432,32069.0,2310.0,534
433,32119.0,2279.0,503
434,31232.0,2366.0,513
435,31116.0,2369.0,525
436,31562.0,2338.0,523
437,31938.0,2298.0,521
438,31089.0,2365.0,521
439,31507.0,2353.0,543
440,32291.0,2267.0,523
441,32415.0,2252.0,520
442,29969.0,2409.0,536
443,33124.0,2054.0,516
444,32231.0,2289.0,512
445,31030.0,2465.0,527
446,31187.0,2459.0,533
447,32143.0,2396.0,510
448,32705.0,2318.0,517
449,31442.0,2445.0,521
450,31735.0,2431.0,526
451,32213.0,2391.0,532
452,30813.0,2488.0,518
453,31432.0,2441.0,529
454,31596.0,2436.0,510
455,31379.0,2459.0,506
456,31144.0,2473.0,510
457,31073.0,2265.0,550
458,31582.0,2231.0,529
459,31541.0,2242.0,519
460,32189.0,2161.0,524
461,30612.0,2291.0,538
462,30741.0,2288.0,536
463,31377.0,2250.0,525
464,31301.0,2260.0,526
465,31845.0,2212.0,518
466,30630.0,2295.0,534
467,30626.0,2170.0,524
468,30248.0,2195.0,546
469,29823.0,2210.0,536
470,30924.0,2155.0,549
471,31023.0,2138.0,540
472,31337.0,2123.0,529
473,31723.0,2088.0,524
474,30083.0,2191.0,534
475,30410.0,2175.0,540
476,30243.0,2198.0,545
477,30204.0,2194.0,543
478,31028.0,2139.0,528
479,30401.0,2174.0,533
480,30427.0,2187.0,542
481,31785.0,2068.0,528
482,31603.0,2085.0,527
483,30587.0,2168.0,537
484,30132.0,2203.0,544
485,31932.0,2068.0,523
486,30252.0,2187.0,524
487,30970.0,2144.0,522
488,30346.0,2192.0,562
489,31613.0,2097.0,527
490,30519.0,2173.0,539
491,30801.0,2160.0,526
492,30037.0,2200.0,547
493,30815.0,2162.0,538
494,30429.0,2175.0,540
495,32721.0,1768.0,521
496,31566.0,2102.0,519
497,31664.0,2096.0,520
498,30481.0,2175.0,540
499,30582.0,2170.0,525
500,31267.0,2127.0,506
501,31162.0,2134.0,526
502,29640.0,2213.0,555
503,31305.0,2115.0,525
504,30916.0,2148.0,532
505,30364.0,2190.0,522
506,32561.0,1821.0,524
507,30135.0,2186.0,566
508,31321.0,2124.0,523
509,31441.0,2099.0,527
510,29703.0,2206.0,538
511,30739.0,2164.0,541
512,32038.0,2017.0,533
513,31274.0,2120.0,526
514,29113.0,2221.0,550
515,26758.0,929.0,630
516,26797.0,919.0,589
517,25806.0,960.0,627
518,26050.0,957.0,631
519,26676.0,937.0,612
520,25487.0,963.0,621
521,25923.0,957.0,635
522,25529.0,972.0,660
523,26261.0,951.0,614
524,24883.0,976.0,640
525,26090.0,953.0,625
526,25921.0,961.0,639
527,25150.0,982.0,647
528,25461.0,965.0,640
529,26248.0,942.0,618
530,25572.0,971.0,644
531,25113.0,983.0,649
532,25496.0,971.0,634
533,25402.0,972.0,637
534,27107.0,893.0,612
535,26716.0,929.0,611
536,25882.0,954.0,626
537,26263.0,942.0,618
538,26257.0,947.0,629
539,26289.0,948.0,601
540,25450.0,966.0,622
541,26422.0,936.0,638
542,25974.0,958.0,629
543,24948.0,982.0,655
544,25210.0,972.0,648
545,25681.0,965.0,655
546,26341.0,940.0,619
547,25531.0,965.0,634
548,25610.0,962.0,638
549,25646.0,968.0,636
550,25888.0,959.0,628
