,voltage,current,duty
551,25971.0,955.0,624
552,26131.0,946.0,636
553,26507.0,943.0,604
554,25690.0,965.0,616
555,25639.0,963.0,631
556,26008.0,957.0,637
557,24996.0,985.0,647
558,26639.0,931.0,616
559,25646.0,955.0,627
560,25925.0,958.0,630
561,29004.0,2582.0,550
562,31860.0,2465.0,538
563,32407.0,2399.0,521
564,31512.0,2480.0,527
565,31275.0,2499.0,548
566,32116.0,2443.0,509
567,30815.0,2529.0,523
568,31742.0,2462.0,540
569,32104.0,2433.0,534
570,32283.0,2418.0,518
571,32939.0,2277.0,520
572,32057.0,2439.0,514
573,32107.0,2447.0,507
574,31579.0,2497.0,537
575,32530.0,2397.0,527
576,31926.0,2456.0,534
577,32099.0,2444.0,532
578,31333.0,2505.0,510
579,31203.0,2503.0,529
580,31877.0,2471.0,518
581,30750.0,2521.0,546
582,32162.0,2420.0,493
583,31317.0,2496.0,507
584,31222.0,2508.0,549
585,32530.0,2375.0,527
586,31851.0,2451.0,516
587,30629.0,2532.0,533
588,30760.0,2531.0,536
589,31806.0,2458.0,512
590,31492.0,2477.0,524
591,30631.0,2528.0,532
592,30981.0,2518.0,533
593,33368.0,2110.0,513
594,31737.0,2464.0,517
595,31267.0,2501.0,528
596,30996.0,2521.0,532
597,31926.0,2452.0,513
598,32162.0,2422.0,513
599,32098.0,2438.0,508
600,30584.0,2541.0,534
601,32525.0,2388.0,513
602,31381.0,2485.0,533
603,32038.0,2443.0,535
604,30815.0,2530.0,518
605,31048.0,2512.0,512
606,31155.0,2499.0,537
607,32105.0,2436.0,516
608,32109.0,2442.0,511
609,29998.0,2553.0,533
610,31572.0,2478.0,531
611,31851.0,2461.0,530
612,30877.0,2526.0,515
613,30933.0,2514.0,514
614,32407.0,2394.0,529
615,31095.0,2509.0,541
616,32545.0,2390.0,512
617,31108.0,2510.0,511
618,32290.0,2406.0,511
619,32146.0,2421.0,513
620,30987.0,2520.0,536
621,32942.0,2269.0,520
622,32149.0,2420.0,516
623,32099.0,2426.0,512
624,30657.0,2532.0,533
625,31806.0,2467.0,539
626,32164.0,2422.0,511
627,32092.0,2425.0,514
628,29323.0,628.0,514
629,30633.0,59.0,554
630,26593.0,1001.0,634
631,26630.0,998.0,631
632,26904.0,988.0,608
633,26032.0,1024.0,628
634,27026.0,976.0,624
635,25115.0,1032.0,641
636,26432.0,1010.0,598
637,25948.0,1027.0,625
638,26426.0,1004.0,617
639,26129.0,1020.0,630
640,26899.0,994.0,598
641,25850.0,1029.0,612
642,26008.0,1013.0,648
643,25386.0,1036.0,654
644,24927.0,1048.0,652
645,25349.0,1034.0,636
646,26639.0,997.0,593
647,26187.0,1016.0,608
648,25894.0,1030.0,642
649,27218.0,966.0,613
650,26508.0,999.0,616
651,25037.0,1040.0,648
652,26605.0,1006.0,602
653,25343.0,1040.0,635
654,26598.0,994.0,594
655,26017.0,1021.0,615
656,25897.0,1031.0,645
657,27037.0,986.0,609
658,25991.0,1018.0,620
659,27577.0,904.0,612
660,26694.0,998.0,610
661,26776.0,996.0,610
662,25940.0,1011.0,621
663,26605.0,1001.0,634
664,26643.0,1004.0,593
665,25809.0,1025.0,613
666,27032.0,1012.0,604
667,26184.0,1021.0,624
668,27807.0,874.0,587
669,26936.0,984.0,606
670,27029.0,980.0,604
671,26737.0,998.0,627
672,27120.0,969.0,622
673,25729.0,1026.0,627
674,27577.0,925.0,612
675,26855.0,997.0,600
676,25809.0,1024.0,613
677,26607.0,999.0,614
678,25036.0,1044.0,647
679,24773.0,1051.0,640
680,26823.0,984.0,623
681,26475.0,1004.0,616
682,25808.0,1026.0,633
683,25740.0,1034.0,636
684,27615.0,907.0,611
685,25109.0,1033.0,638
686,25853.0,1025.0,632
687,26828.0,993.0,609
688,25978.0,1020.0,627
689,25685.0,1025.0,636
690,26059.0,1018.0,627
691,26056.0,1019.0,626
692,26187.0,1017.0,632
693,25309.0,1044.0,626
694,27038.0,979.0,624
